id,Цена,Число комнат,Тип жилья,Общая площадь,Адресс,Название ЖК,Описание,Ссылка,Год постройки,Этаж квартиры,Этажей в доме,Высота потолков,Санузел,Вид из окон,Ремонт,Строительная серия,Количество лифтов,Тип перекрытий,Парковка,Подъезды,Отопление,Аварийность,Цена за метр,Условия сделки,Ипотека,Жилая площадь,Площадь кухни,Балкон/лоджия,Тип дома,Газоснабжение,Мусоропровод,Год сдачи,Отделка,Дом
289075198,4 740 000,2,Вторичка,"43,4","Санкт-Петербург, р-н Колпинский, мкр. Колпино, Тверская ул., 26",,"1693150 Продаётся двухкомнатная квартира в городе Колпино!В шаговой доступности железнодорожный вокзал, зелёный двор, рядом парк, река Ижора , прекрасный пляж, садики, школы, магазины(Перекрёсток, Магнит, Верный, Окей и многие другие). Ближайшее метро 30 минут(Шушары, Купчино, Рыбацкое). Недалеко Музыкальная школа, ЗАГС, Дворец Культуры , бассейн, Баня!До города можно добраться на электричке Московский вокзал 25 минут, Автобусами(330, 192, 326 и тд) По всем вопросам звоните агенту, Татьяне!Будем рады Вам!",https://spb.cian.ru/sale/flat/289075198/,1961.0,4,4,"2,5",1 раздельный,Во двор,Косметический,,,Смешанные,,3.0,Центральное,Нет,109 217 ₽/м²,свободная продажа,,28,6,1 балкон,,Центральное,Нет,,,
289076782,7 450 000,1,Вторичка,"36,5","Санкт-Петербург, р-н Василеостровский, Гавань, ул. Вадима Шефнера, 4",ЖК «Магеллан (Гавань Капитанов)»,"Арт. 50902610. В продаже НОВАЯ ОДНАКОМНАТНАЯ квартира в ВАСИЛЕОСТРОВСКОМ районе!

ПРО КВАРТИРУ

Расположена на удобном 2 этаже из 18. Квартира БЕЗ ОТДЕЛКИ, а это значит вы можете ОСУЩЕСТВИТЬ все СВОИ МЕЧТЫ и желания В РЕМОНТЕ! Со своей стороны могу предложить партнеров, которые сделают вам РЕМОНТ МЕЧТЫ  бюджетно, быстро и со скидкой от меня! ВЫСОТА ПОТОЛКОВ составляет 2,75 метров. Вид ВО ДВОР. Окна ШИРОКИЕ, что дает БОЛЬШЕ СВЕТА в квартиру!

ПРО ДОКУМЕНТЫ

ОДИН взрослый собственник, который будет ЛИЧНО присутствовать на сделке. Квартира БЕЗ ОБРЕМЕНЕНИЙ. Мы находимся в ПРЯМОЙ продаже, поэтому готовы СРАЗУ выходить на сделку! ПОДХОДИМ под ИПОТЕКУ, в случае необходимости, поможем Вам с одобрением.

ПРО ДОМ

Жилой комплекс ""Гавань капитанов"" от ГК ""Лидер Групп"" сдался в 2023 году, построен по кирпично-монолитным технологиям. Дом КОМФОРТ-КЛАССА. В ПРОДАЖЕ однушка из корпуса МАГЕЛЛАН. На закрытой территории комплекса ведется круглосуточное видеонаблюдение. Во дворе дома предусмотрена школа и детский сад.

Для автовладельцев предусмотрены подземный паркинг, спуститься в который можно на лифте, и наземная стоянка.

ИНФРАСТРУКТУРА 

МЕТРО ""Приморская"" и выезд на ЗСД находятся в 10 минутах транспортом.

В районе есть магазины, аптеки, отделения почты и банков, кафе и рестораны, а также медицинские центры. Побережье ФИНСКОГО ЗАЛИВА в 5 минутах ПЕШКОМ.

ЗВОНИТЕ! Отвечу на все интересующие вас вопросы и проведу сделку.",https://spb.cian.ru/sale/flat/289076782/,2023.0,2,18,"2,75",1 раздельный,Во двор,Без ремонта,,"1 пассажирский, 1 грузовой",,Подземная,,,,204 110 ₽/м²,свободная продажа,возможна,10,"15,5",1 лоджия,Монолитный,,,,,
289075514,4 900 000,1,Вторичка,36,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Школьная ул., 17",ЖК «UP-квартал Московский»,"Продается однокомнатная квартира в новом доме 2019 года постройки. Развитая инфраструктура: школа, детский сад, множество магазинов и кафе. До метро 15 минут на общественном транспорте. Удобный выезд на КАД. Квартира покупалась у застройщика без ипотеки и мат капитала. Один взрослый собственник, прямая продажа. Звоните, записывайтесь на просмотр!",https://spb.cian.ru/sale/flat/289075514/,2019.0,9,23,"2,75",1 раздельный,Во двор,Без ремонта,Индивидуальный проект,"1 пассажирский, 1 грузовой",Железобетонные,Наземная,9.0,Индивидуальный тепловой пункт,Нет,136 111 ₽/м²,свободная продажа,возможна,"15,4","12,5",1 лоджия,Монолитный,,,,,
289075164,10 990 000,2,Вторичка,56,"Санкт-Петербург, р-н Приморский, Юнтолово, Парашютная ул., 35",,"Продается уютная 2-комнатная квартира по адресу:

г. Санкт-Петербург, ул. Парашютная, д. 35, кв. 102
_____________________________________________

О ДОМЕ:

- Дом построен в 2008 году
- Тип перекрытий: железобетонные
- 19 этажей
- Центральное отопление и газоснабжение
- 2 пассажирских лифта
_____________________________________________

О КВАРТИРЕ:

- 2-комнатная квартира
- Общая площадь 56 м²
- Жилая площадь 33 м² (комнаты изолированные 15 м² + 18 м²)
- Площадь кухни 10 м²
- Высота потолков: 2,64 м²
- 18 этаж
- Есть балкон
- Окна выходят во двор и на улицу
- Совмещенный сан. узел
- Тип комнат: изолированные 
- Дизайнерский ремонт
_____________________________________________

ТРАНСПОРТНАЯ ДОСТУПНОСТЬ:

- В пешей доступности остановки общественного транспорта
- м. Комендантский проспект  20 мин. пешком
_____________________________________________

ИНФРАСТРУКТУРА:

- Школы
- Детские сады
- Поликлиники детская и взрослая
- Кафе
- Аптеки
- Парки
- Супермаркеты 
- Фитнес
- Бассейн
- Доставка продуктов
_____________________________________________

ДОПОЛНИТЕЛЬНАЯ ИНФОРМАЦИЯ:

- Прямая продажа покупка
- 2 взрослых собственника
- Без обременений
- Без перепланировок
- Возможна ипотека, мат. капитал
- В собственности более 5 лет
_____________________________________________

- Помощь ипотечного специалиста и одобрение ипотеки для наших клиентов абсолютно бесплатны.
- Звоните, расскажу подробнее!",https://spb.cian.ru/sale/flat/289075164/,2009.0,18,19,"2,64",1 совмещенный,На улицу,Дизайнерский,Индивидуальный проект,2 пассажирских,Железобетонные,Наземная,1.0,Центральное,Нет,196 250 ₽/м²,свободная продажа,возможна,33,10,1 балкон,Монолитный,,,,,
289076727,13 450 000,1,Вторичка,"41,2","Санкт-Петербург, р-н Красногвардейский, Большая Охта, просп. Шаумяна, 14",,"В продаже видовая просторная однокомнатная квартира европланировки в жилом комплексе ""Alter"".
Квартира очень светлая и солнечная, комната 13 кв.м., кухня-гостиная правильной формы 14,5 кв.м. Из панорамных окон октрывается красивый вид на вод и внутренний двор комплекса.
Проект Alter включает в себя три жилых корпуса, объединенных стилобатом. В проекте всего 220 квартир! Фасады облицованы темным клинкирным кирпичом.

Для автовладельцев предусмотрен подземный паркинг на 110 мест. А на первом этаже предусмотрены коммерческие помещения.
Жилой комплекс расположен в Красногвардейском районе, где находятся магазины и торговые комплексы, досуговые центры, спортивные и музыкальные школы, кафе, рестораны и театры. Метро Новочеркасская расположено в 10 минутах пешком, выезд на КАД в 15 минутах транспортом.

О сделке:
- один взрослый собственник;
- без обременений;
- помощь в одобрении ипотеки.
Просмотры по догворенности. Звоните, отвечу на все вопросы!

Успей приобрести квартиру мечты по выгодной цене!",https://spb.cian.ru/sale/flat/289076727/,2022.0,4,13,"2,9",1 совмещенный,Во двор,Без ремонта,,"1 пассажирский, 1 грузовой",Нет информации,Подземная,,Нет информации,Нет,326 456 ₽/м²,свободная продажа,возможна,13,"14,5",,,,,,,
289075844,8 000 000,2,Вторичка,"42,5","Санкт-Петербург, р-н Московский, Звёздное, ул. Ленсовета, 80",,"Продается 2-комнатная квартира в одном из лучших районов Санкт-Петербурга. От метро Звездная 3 минуты пешком. Рядом все необходимое: детский сад, школа, спортивные площадки, магазины, торговый комплекс, Фитнес центр. Удобное транспортное сообщение. Более пяти лет в собственности, подходит под любые формы расчета. Звоните, организуем просмотры. Писать сообщения не нужно, все обсудим во время диалога. Спасибо за понимание.",https://spb.cian.ru/sale/flat/289075844/,1965.0,4,5,"2,6",2 раздельных,На улицу и двор,Без ремонта,,,Железобетонные,,6.0,Центральное,Нет,188 235 ₽/м²,альтернатива,возможна,"27,5",6,1 балкон,Кирпичный,Центральное,Нет,,,
289075259,11 610 000,3,Вторичка,"73,2","Санкт-Петербург, р-н Приморский, Комендантский аэродром, Серебристый бул., 38",,"Арт. 50910781. Продается комфортная трехкомнатная квартира!

О квартире:

Светлая и теплая квартира, с грамотной планировкой и хорошим ремонтом. Вся бытовая техника и мебель остается будущему владельцу. На этаже всего 5 квартир.Отдельный тамбур на 2 квартиры , где есть место для хранения вещей.

О доме:

Дом 1988 года , возведен по панельной технологии. Дом с отличной управляющей компанией, всегда чистая парадная ,лифты в идеальном состоянии, на территории находится охраняемая парковка.

Инфраструктура:

Вблизи дома находятся : школы , детские сады , поликлиники , продовольственные и бытовые магазины. В 20-10 минутной доступности находятся : Удельный парк и парк Усадьбы Орловых-Денисовых.

Транспортная доступность:

В шаговой доступности от дома распологаются остановки общественного транспорта, 20 минут на транспорте до трех станций метро (Комендантский проспект, Удельная, Пионерская).

Обременений нет! 

Звоните буду рад ответить на ваши звонки!",https://spb.cian.ru/sale/flat/289075259/,1988.0,1,16,"2,7",1 раздельный,На улицу и двор,Косметический,,1 пассажирский,Железобетонные,Наземная,3.0,Центральное,Нет,158 607 ₽/м²,свободная продажа,,"41,6","15,9",,Монолитный,,,,,
289075258,5 450 000,0,Вторичка,25,"Санкт-Петербург, р-н Приморский, Коломяги, ул. Верхне-Каменская, 5",ЖК «Чистое небо»,"Арт. 50900681. ЖК Чистое небо Приморский район. Студия 25 кв.м., светлая и аккуратная. Есть все не опходимое для проживания. Продаётся со всей обстановкой (по желанию). Большая застекленная лоджия. Совмещённый санузел. Развивающийся современный район. Во дворе школа, детские и спортивные площадки. Рядом в пешей доступности находятся продуктовые магазины, аптеки, пекарни и т.д, Леруа Мерлен, Лента. До метро Комендантский проспект 10-15 минут на транспорте. Один собственник. Без обременений, прямая продажа. Если есть вопросы звоните.",https://spb.cian.ru/sale/flat/289075258/,2020.0,20,25,"2,7",1 совмещенный,Во двор,Евроремонт,Индивидуальный проект,"1 пассажирский, 1 грузовой",Железобетонные,Подземная,4.0,Центральное,Нет,218 000 ₽/м²,свободная продажа,возможна,15,5,1 балкон,,,,,,
289075007,4 650 000,0,Вторичка,27,"Санкт-Петербург, р-н Невский, Рыбацкое, Усть-Славянка территория, просп. Советский, 34к2",ЖК «Невские паруса»,"Продаётся студия в ЖК комфорт-класса ""Невские паруса"" от Setl City 2018 года постройки.

  Жилая комната 18,5 кв.м квадратной формы с двумя большими окнами на 18 этаже. Вид на Неву и ЖК ""Пётр и Екатерина"". Большой балкон 7,1 кв.м на 2 окна, что делает студию очень тёплой. Качественная отделка от застройщика.  Просторный сан. узел с ванной. В квартире остаётся кухня (в нише стены) со встроенными холодильником, духов. шкафом и индукционной плитой. Проведены коммуникации под посудомойку и вытяжку. 
 
  Студия очень светлая, тёплая. Есть возможность регулировать отопление, что экономит ком. платежи. Стоят счётчики на отопление, воду и электричество.
Студия в конце коридора, никакого шума от лифтов. 

  Во дворе ЖК находятся многочисленные детские площадки, тренажёры, футбольное поле, настольный теннис, магазины, детский сад, пляж с выходом на Неву, подземный паркинг и паркинг около дома. До метро Рыбацкое 10-15 мин. на транспорте. Остановка сразу у ЖК. Транспорт ходит часто и весь ходит до метро. Рядом выезд на КАД. Бесплатная маршрутка до магазина Лента.

  Прямая продажа. Один взрослый собственник. Квартира без обременений. Никто не прописан. Агентов без покупателей прошу не беспокоить.",https://spb.cian.ru/sale/flat/289075007/,2018.0,18,25,"2,75",1 совмещенный,На улицу,Евроремонт,Индивидуальный проект,"3 пассажирских, 1 грузовой",Железобетонные,Подземная,4.0,Центральное,Нет,172 222 ₽/м²,свободная продажа,возможна,"18,5",,1 балкон,Монолитный,,,,,
289076310,10 350 000,1,Вторичка,43,"Санкт-Петербург, р-н Выборгский, Светлановское, Лиственная ул., 18к1",ЖК «Лиственный»,"Отличная планировка. Просторная кузня и комната. Имеется гардеробная. Почти в парке, рядом садик 3 мин. Строиться новая школа. Метро в пешей доспутности. Дом бизнес класса.",https://spb.cian.ru/sale/flat/289076310/,2016.0,3,18,"2,75",1 совмещенный,Во двор,Евроремонт,Индивидуальный проект,"1 пассажирский, 1 грузовой",Железобетонные,Наземная,12.0,Центральное,Нет,240 698 ₽/м²,свободная продажа,возможна,16,10,1 лоджия,Кирпичный,,Да,,,
289075166,4 700 000,0,Новостройка,"25,81","Санкт-Петербург, р-н Московский, Пулковский меридиан, ул. Струве, 14к2",ЖК «Зеленый квартал»,Арт. 46299514 Дом сдан. Отличная студия с отделкой. Скоро передача ключей. Квартира продается по переуступке. Один взрослый собственник. Подходит под семейную ипотеку.,https://spb.cian.ru/sale/flat/289075166/,,2,5,,1 совмещенный,Во двор,,,1 пассажирский,,,,,,182 100 ₽/м²,переуступка,возможна,14,5,1 лоджия,Монолитно-кирпичный,,,2023.0,Чистовая,
289075199,5 250 000,2,Вторичка,43,"Санкт-Петербург, р-н Пушкинский, мкр. Пушкин, Железнодорожная ул., 64",,"1693161 Двухкомнатная квартира общей площадью 43 кв.м на первом этаже пятиэтажного кирпичного дома. Комнаты изолированные, на полу ламинат. Санузел раздельный. Окна в зеленый двор, рядом современная детская и спортивная площадка. В собственности более пяти лет, один взрослый собственник. Удобное расположение, рядом две школы и детсад, много магазинов. До жд станции Детскосельская 5 мин пешком. Прямая продажа. Возможен торг.",https://spb.cian.ru/sale/flat/289075199/,1967.0,1,5,"2,5",1 раздельный,Во двор,Косметический,,,Железобетонные,,4.0,Центральное,Нет,122 093 ₽/м²,свободная продажа,,"27,2","5,1",,Кирпичный,Центральное,Нет,,,
289075135,4 800 000,2,Новостройка,"40,84","Свердловская область, Екатеринбург, мкр. Академический, ул. Академика Парина, 29",ЖК «Олимпика»,"""Олимпика""  жилой квартал с видом на Преображенский парк. Проект предусматривает строительство домов стандарт и комфорт класса, два новых детских сада и поликлинику для взрослого населения. В пешей доступности от квартала расположены Академия тенниса и Дворец дзюдо, дорога займет 15 минут.
В квартале предусмотрены work-out зоны с разной спортивной направленностью: тренажёры для уличного фитнеса, теннисные столы, каскады турников и брусьев.

Продается просторная, светлая, функциональная евродвушка с чистовой отделкой с видом на парк.
Продуманная планировка:
  - просторная кухня-гостиная с выходом на лоджию;
  - уютная спальня;
  - совмещенный санузел.

Отлично развита инфраструктура: детские сады, школа, супермаркеты, медицинские клиники, центры детского развития, Преображенский парк через дорогу.
В пяти минутах ходьбы остановочный комплекс и будущее трамвайное кольцо, которое запустят в этом году.

Продажа по договору уступки. Застройщик передает ключи в августе-сентябре 2023 г.
Возможна семейная ипотека по ставке от 5,7%

ID объекта в нашей базе: 3115",https://ekb.cian.ru/sale/flat/289075135/,,12,23,3,1 совмещенный,,,,1 пассажирский,,,,,,117 532 ₽/м²,свободная продажа,возможна,14,18,1 лоджия,Монолитно-кирпичный,,,2022.0,,
289067126,5 139 000,2,Вторичка,48,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Восстания, 56к2",,"Арт. 46574067 Уютная квартира с хорошим ремонтом, готова для новых владельцев. Из окон квартиры открывается прекрасный вид на город. В квартире всегда тихо и светло.

Отличное расположение квартиры, рядом школы, магазины рядом для комфортного проживания.. Метро в шаговой доступности.

Дом имеет закрытую территорию и парковочные места.
Звоните, покажем вам квартиру.",https://ekb.cian.ru/sale/flat/289067126/,1993.0,11,16,,1 раздельный,Во двор,Косметический,,2 пассажирских,Железобетонные,,1.0,Центральное,Нет,107 062 ₽/м²,свободная продажа,возможна,28,8,1 лоджия,Монолитный,,,,,
289079057,6 500 000,2,Вторичка,55,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, ул. Профсоюзная, 43",,"Продам 2-х комнатную квартиру в идеальном состоянии с евроремонтом. В квартире имеется просторная Кухня-гостиная 13 кв.м. , которая свободно размещает большой кухонный гарнитур со встроенной бытовой техникой и зону отдыха для всей семьи. В квартире установлены новые раздвижные межкомнатные двери в едином стиле, на окнах установлены стеклопакеты повышенной шумоизоляцией , санузл полностью выполнен в кафеле, установлена немецкая сантехника, счетчики ГВС, ХВС, регуляторы отопления, сейф-дверь, лоджия отделана деревом и установлены стеклопакеты. Высота потолков 2,7 м.
- В подарок новому собственнику остается встроенный кухонный гарнитур с ситемой германских доводчиков, бытовая встроенная техника: варочная поверхность , духовой шкаф , шкаф-купе 2 шт.
- Дом построен в современном архитектурном стиле и оснащен автономными системами жизнеобеспечения. Дом оборудован бесшумными скоростными лифтами ""Kone"". В доме и вокуруг установлено видеонаблюдение. За состоянием дома и подъезда следит управляющая компания. Огромным достоинством являются низкие коммунальные платежи.
- Доброжелательные соседи.
- Дом удобно расположен в центральной части района, что позволяет жителям пользоваться развитой инфраструктурой района: детские садики , лицей, гимназия , супермаркеты, медицинские частные учреждения.
- Приобретая квартиру, Вы приобретает современный , комфортный, уникальный, продуманный стиль жизни.
Чистая продажа. Ипотека возможна.",https://ekb.cian.ru/sale/flat/289079057/,2007.0,23,25,,1 совмещенный,,Евроремонт,Индивидуальный проект,,Железобетонные,,1.0,Автономная котельная,Нет,118 182 ₽/м²,свободная продажа,,30,13,1 лоджия,Монолитный,Центральное,,,,
289078989,3 600 000,1,Вторичка,32,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Синие Камни, ул. Байкальская, 37",,"Очень чистая и уютная 1 комн квартира, светлая ( 2 окна), , отличное месторасположение - тихий двор, рядом школы, детский сад, автостоянка. В подъезде произведен ремонт.",https://ekb.cian.ru/sale/flat/289078989/,1975.0,3,5,,1 совмещенный,Во двор,Косметический,1-468,,Железобетонные,,4.0,Центральное,Нет,112 500 ₽/м²,свободная продажа,,20,,1 балкон,Панельный,Центральное,Нет,,,
289067271,4 800 000,1,Вторичка,"41,7","Свердловская область, Екатеринбург, р-н Кировский, мкр. ЖБИ, Комсомольский жилой район, ул. Рассветная, 6к2",,"В связи с расширением продаю теплую однокомнатную квартиру на 21 этаже с большой лоджией. 

Квартира находится в середине, поэтому даже зимой в ней комфортно без отопления. 

Комната 20,02 кв.м, кухня 10,4 кв.м. 
Ремонт от застройщика.
 
В квартире остаётся кухонный гарнитур с встроенной техникой (варочная панель, духовой шкаф, вытяжка), шкафы в комнате. 

Рядом с домом находится садик, гимназия. В нескольких минутах ходьбы расположен Шарташский лесопарк. Удобная транспортная развязка. 
Один собственник, чистая продажа, без обременений.",https://ekb.cian.ru/sale/flat/289067271/,2015.0,21,26,,1 совмещенный,,Косметический,Индивидуальный проект,"1 пассажирский, 2 грузовых",Железобетонные,,6.0,Центральное,Нет,115 108 ₽/м²,свободная продажа,возможна,20,"10,4",1 лоджия,Блочный,,,,,
289075710,5 500 000,3,Вторичка,"56,3","Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Банникова, 8",,"Продается трехкомнатная квартира на Уралмаше, в квартире установлены натяжные потолки, пластиковые окна, фильтры для воды. В квартире остаётся кухонный гарнитур, газовая варочная поверхность, мебель в сан узле и прихожая.
В шаговой доступности 4 садика (399, 395, 371) и 2 школы (гимназия 144, школа 22), тихий двор, рядом несколько продуктовых магазинов, детская поликлиника, футбольный манеж Урал, гипермаркет лента, благоустроенный сквер с современной детской площадкой, кафе и ресторан. Одна совершеннолетняя собственница.",https://ekb.cian.ru/sale/flat/289075710/,1963.0,2,5,,,,Косметический,,,Железобетонные,,3.0,Центральное,Нет,97 691 ₽/м²,свободная продажа,возможна,45,5,1 балкон,Монолитный,Центральное,Нет,,,
289079258,5 300 000,2,Вторичка,"47,1","Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Опалихинская, 32",,"Светлая, ухоженная квартира. Полностью меблированная. 
Солнечная сторона (солнце с полудня и до заката).
Натяжные потолки по всей квартире, встроенные светильники (глянец на кухне, Сатин в комнатах и коридоре).
Ламинат во всей квартире. 
Новая сейф дверь.
Остается вся мебель (мягкая мебель, стенка, прихожая, кухонный гарнитур, стол, стулья и пр.) и техника (стиральная машина Samsung, независимые варочная поверхность и духовка Zanussi, микроволновая печь, холодильник Bosch, вытяжка и пр.), светильники и пр.
Установлены счетчики на горячую и холодную воду на кухне и санузле.
Ванная комната - панели, на полу плитка, навесной шкаф с зеркалом, раковина-тумба.
Туалет - плитка.
Пластиковые окна.
Огромная застекленная лоджия, 2 шкафа.
Один совершеннолетний собственник. Никто не прописан. В собственности более 10 лет. 
Полностью готова к проживаю без вложений. 
Никогда не сдавалась в аренду, животных не было.",https://ekb.cian.ru/sale/flat/289079258/,1986.0,8,16,,1 раздельный,На улицу и двор,Евроремонт,,"1 пассажирский, 1 грузовой",Железобетонные,,1.0,Центральное,Нет,112 527 ₽/м²,свободная продажа,возможна,"28,2","6,6","1 лоджия, 1 балкон",Панельный,,Да,,,
289069848,5 700 000,3,Вторичка,"57,8","Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, ул. Академическая, 9",,"Продается трехкомнатная квартира  с удобной планировкой.  Комнаты изолированные - 12.1, 12.8 и 14.7 кв.м. и выходят на разные стороны. Квартира теплая, в комнатах установлены  стеклопакеты, в коридоре теплый пол, балкон застеклен рамами из металлопрофиля,  в маленькой комнате натяжной потолок.  В конце коридора предусмотрена вместительная гардеробная.  Трубы в квартире  все новые.   В подарок покупателю оставляем кухонный гарнитур, шкаф-купе в прихожей, водонагреватель.  Инфраструктура: во дворах  возле дома два детских  садика , школа   43, музыкальная школа,  через дорогу гимназия  108. Также в шаговой доступности ведущие вузы нашего города - УрФУ,  Юридическая академия, Суворовское училище, институт  МЧС России и тд.  
У нас чистая продажа. Один собственник. Квартира частично уже освобождена. Ключи  передадим на сделке. Ипотека возможна. Торг.",https://ekb.cian.ru/sale/flat/289069848/,1961.0,4,5,"2,6",1 совмещенный,На улицу и двор,Косметический,,,Железобетонные,Наземная,2.0,Центральное,Нет,98 616 ₽/м²,свободная продажа,возможна,"39,7","5,1",1 балкон,Панельный,Центральное,,,,
289076812,4 302 844,1,Новостройка,"32,3","Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Отрадная, с1",ЖК «Квартал «Сюжеты»»,"Продаётся 1-комнатная квартира в строящемся доме (Дом 1.1), срок сдачи: IV-кв. 2024, общей площадью 32.3 кв.м., на 20 этаже. Квартал ""Отрадный"" возводится в новой части ВИЗа. В 15 минутах ходьбы находятся 4 детских сада, 4 школы и 5 центров развития для дошколят. За 5 минут можно дойти до ТРЦ ""Радуга-Парк"" с кинотеатром и живописным парком аттракционов.",https://ekb.cian.ru/sale/flat/289076812/,,20,25,"2,55",,,,,3 грузовых,,,,,,133 215 ₽/м²,долевое участие (214-ФЗ),,,,,Монолитно-кирпичный,,,2024.0,,Не сдан
289067978,5 550 000,2,Вторичка,60,"Свердловская область, Екатеринбург, мкр. Академический, ул. Академика Парина, 4",ЖК «Школьный»,"Отличная цена!!!
Новый дом. Сдан. Ремонт от застройщика.
Без обременений, залогов.
1 собственник. Чистая продажа. Быстрый выход на сделку.
Большая просторная квартира с отдельной кухней.
Южная сторона, вид на 2 стороны, на реку Патрушиху и на ул. Амундсена, на коттеджный поселок. Перед окнами никогда не будет плотной застройки.
Единственный подъезд в доме с проходным (выход на 2 стороны) подъездом.
В доме есть подземный паркинг, лифт спускается в паркинг.
Рядом с домом школа и детский сад. Даже не нужно переходить улицу.
Поможем согласовать ипотеку на льготных условиях, семейную ипотеку, военную ипотеку, с плохой кредитной историей, нерезидентам (иностранным гражданам).
За счет партнерской программы банк снижает ставку по кредиту для наших клиентов.
Если у Вас обмен или своя недвижимость еще не продана, предложите нам, возможно сейчас на нее есть покупатель!",https://ekb.cian.ru/sale/flat/289067978/,2021.0,5,15,,1 раздельный,,Евроремонт,,,Железобетонные,,7.0,Центральное,Нет,92 500 ₽/м²,свободная продажа,,34,12,1 лоджия,Монолитно-кирпичный,,,,,
289073390,3 200 000,2,Вторичка,44,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, ул. Инженерная, 9",,"Не упустите свой шанс приобрести экономичное жилье в прекрасном районе города! Продается двухкомнатная квартира площадью 44.00 кв.м., расположенная на 1 этаже 5 этажного дома в районе Химмаш. Это идеальный вариант для семей с детьми или пожилых родственников. 

Одним из главных преимуществ квартиры является её стоимость - экономичный вариант вторички, который можно приобрести по привлекательной цене. Она требует ремонта, однако в данном случае это является большим плюсом - вы получаете возможность воплотить свои собственные идеи и создать жильё своей мечты.

Также квартира идеально подходит для инвесторов, которые заинтересованы в долгосрочных инвестициях в недвижимость. В данном районе всегда высок спрос на аренду жилья, поэтому вы легко сможете сдать квартиру в аренду и получать стабильный доход.

Рядом с домом находятся детские сады 277 и 201, средняя общеобразовательная школа 105 и Центральная городская больница 20. Кроме того, в 100 метрах от дома находится супермаркет Кировский, что значительно облегчает покупки.

Не упустите свой шанс! Обращайтесь к нам, и мы с радостью ответим на все ваши вопросы и организуем показ квартиры в удобное для вас время. Успейте приобрести свой экономичный вариант жилья в прекрасном районе города!

Номер объекта: #1/539165/16412",https://ekb.cian.ru/sale/flat/289073390/,1970.0,1,5,,1 раздельный,,Без ремонта,,,Нет информации,,6.0,Центральное,Нет,72 727 ₽/м²,свободная продажа,,30,6,,Кирпичный,Центральное,,,,
289068012,3 110 000,0,Вторичка,"31,6","Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Светлый микрорайон, 6",ЖК «Светлый»,"ОТЛИЧНАЯ ИНВЕСТИЦИЯ ДЛЯ ЖИЗНИ ИЛИ СДАЧИ В АРЕНДУ!
В ЧИСТОЙ ПРОДАЖЕ СТУДИЯ ПЛОЩАДЬЮ 32 КВ.М. НА 6 ЭТАЖЕ.
1 взрослый собственник, прописываем всю сумму в договоре.
Звоните, отвечу на все вопросы, показ в любое время.
ID объекта в нашей базе: 4498",https://ekb.cian.ru/sale/flat/289068012/,2020.0,6,29,,1 совмещенный,,Косметический,,1 пассажирский,Железобетонные,,2.0,Центральное,Нет,98 418 ₽/м²,свободная продажа,возможна,,,1 лоджия,,,,,,
289071424,3 100 000,0,Вторичка,"22,4","Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, ул. Рощинская, 29",,"Продается светлая и уютная студия с эргономичной планировкой! 22,4 м2 + большая лоджия. Сделан хороший косметический ремонт, окна пластиковые, установлены приборы учета, сейф-дверь. Остается шкаф-купе в коридоре, кухонный гарнитур и встроенная кровать на лоджии (можно разобрать, рисунок на стенах идет в пол). Шикарный вид из окна на водоем. И огромный плюс - полноценная ванная! Хорошая УК, низкие коммунальные услуги - в доме своя котельная, подъезд чистый, соседи все приличные, дружные! 
    Во дворе детская площадка, спортивный корт, прогулочная зона у воды. Идеально для проживания молодых семей, просто молодых людей и вообще для всех, кто ценит доступность природы в условиях городского ритма. 
    Дом расположен в хорошей локации, с абсолютной инфраструктурой, есть абсолютно все - аптеки, магазины, супермаркет Верный, различные кафе (Сушкофф). Детский сад, строится новая школа - все в шаговой доступности! Напротив расположена зеленая аллея, а также рядом лесопарковая зона для велосипедных, пеших прогулок и пробежек. Остановка транспорта рядом с домом, метро ''Ботаническая в десяти минутах на общественном транспорте. 
     Чистая продажа, один взрослый собственник, залогов, долгов и обременений нет! Быстрый выход на сделку, ипотека возможна. Все остальные подробности по телефону, звоните!",https://ekb.cian.ru/sale/flat/289071424/,2015.0,9,17,"2,7",1 совмещенный,Во двор,Косметический,,2 пассажирских,Железобетонные,,2.0,Автономная котельная,Нет,138 393 ₽/м²,свободная продажа,возможна,16,,1 лоджия,Монолитный,Центральное,Нет,,,
